CALLER ID,AGENT,DATE,TIME,TOPIC,ANSWERED,RESOLVED,SPEED OF ANSWER IN SECOND,AVG. TALK DURATION,SATISFACTION RATE
C00618,Olivia Thomas,4/13/2025,5:46:31,Cancellation Request,N,N,213,0,2.6
C00619,Michael Brown,5/19/2025,23:23:20,Billing Issue,Y,Y,98,18.18,4.2
C00620,David Wilson,4/9/2025,14:14:37,Cancellation Request,Y,N,55,14.88,3.6
C00621,John Smith,6/4/2025,2:31:24,Order Tracking,N,N,273,0,1.2
C00622,Emily Davis,4/13/2025,11:07:20,Cancellation Request,N,N,142,0,2.8
C00623,James Anderson,4/23/2025,3:25:08,Product Inquiry,Y,N,113,8.81,2.5
C00624,Daniel Moore,5/22/2025,11:52:30,Technical Support,N,N,248,0,1.6
C00625,Michael Brown,1/24/2025,22:43:26,Order Tracking,N,N,173,0,2.6
C00626,Jessica Miller,6/22/2025,1:16:32,Technical Support,Y,Y,47,18.07,4.3
C00627,David Wilson,3/28/2025,16:49:50,Refund Request,N,N,187,0,2.2
C00628,Olivia Thomas,2/28/2025,21:45:23,Refund Request,Y,N,20,12.17,3.8
C00629,David Wilson,6/23/2025,6:44:47,Subscription Renewal,N,N,130,0,1.1
C00630,James Anderson,6/5/2025,12:11:09,Technical Support,N,N,165,0,2.2
C00631,James Anderson,2/8/2025,18:19:57,Order Tracking,N,N,254,0,1.4
C00632,John Smith,2/3/2025,4:31:31,Subscription Renewal,Y,N,102,6.45,3.4
C00633,Daniel Moore,1/17/2025,13:47:41,Refund Request,N,N,282,0,1.7
C00634,John Smith,5/17/2025,8:15:16,Account Access,Y,Y,52,21.14,3.3
C00635,Jessica Miller,3/15/2025,13:27:23,Refund Request,Y,Y,6,10.9,3.2
C00636,David Wilson,1/7/2025,5:45:39,Product Inquiry,Y,N,97,23.19,3.1
C00637,Emily Davis,3/12/2025,0:40:16,Product Inquiry,N,N,141,0,2.4
C00638,Sarah Johnson,5/22/2025,5:52:56,Payment Failure,Y,Y,74,8.98,3.9
C00639,Jessica Miller,1/7/2025,6:55:41,Account Access,Y,N,72,3.17,2.9
C00640,Sophia Taylor,5/14/2025,17:12:09,Product Inquiry,N,N,285,0,2.3
C00641,Sarah Johnson,1/19/2025,15:24:42,Subscription Renewal,N,N,162,0,1.5
C00642,Sarah Johnson,2/27/2025,12:55:53,Service Complaint,N,N,293,0,2.1
C00643,Daniel Moore,3/6/2025,22:34:10,Cancellation Request,Y,Y,88,7.38,4.8
C00644,Sophia Taylor,1/23/2025,1:30:34,Service Complaint,Y,N,51,3.42,3.6
C00645,Jessica Miller,5/29/2025,22:46:26,Product Inquiry,N,N,267,0,1.4
C00646,Jessica Miller,3/11/2025,8:46:28,Product Inquiry,Y,N,114,7.87,4.4
C00647,Sophia Taylor,5/10/2025,22:34:20,Subscription Renewal,N,N,239,0,2.5
C00648,Sarah Johnson,6/28/2025,1:57:02,Subscription Renewal,Y,N,36,9.3,3.2
C00649,Sarah Johnson,5/29/2025,6:23:38,Service Complaint,N,N,271,0,2.6
C00650,Daniel Moore,1/27/2025,2:42:31,Subscription Renewal,N,N,125,0,1.6
C00651,Sarah Johnson,1/11/2025,16:38:23,Order Tracking,Y,Y,110,11.99,3.5
C00652,Sophia Taylor,5/10/2025,16:13:05,Refund Request,Y,Y,88,16.27,3.7
C00653,David Wilson,1/19/2025,9:15:29,Service Complaint,N,N,186,0,1.2
C00654,Olivia Thomas,3/28/2025,20:31:41,Service Complaint,N,N,225,0,2.8
C00655,David Wilson,6/11/2025,0:19:14,Technical Support,N,N,288,0,2.2
C00656,Olivia Thomas,6/3/2025,1:19:02,Service Complaint,Y,Y,28,23.46,3.8
C00657,Emily Davis,5/9/2025,15:52:59,Technical Support,Y,N,91,2.01,4
C00658,Olivia Thomas,4/22/2025,13:14:58,Cancellation Request,N,N,275,0,1.9
C00659,Sophia Taylor,4/27/2025,10:45:00,Billing Issue,N,N,190,0,2.1
C00660,Emily Davis,1/13/2025,5:22:39,Account Access,Y,Y,97,15.91,2.6
C00661,Michael Brown,3/2/2025,14:07:17,Product Inquiry,Y,N,97,6.94,4.3
C00662,Michael Brown,3/6/2025,11:44:02,Billing Issue,N,N,166,0,1.6
C00663,Daniel Moore,5/18/2025,18:24:06,Refund Request,N,N,160,0,2.1
C00664,Jessica Miller,4/5/2025,3:58:19,Account Access,Y,Y,114,4.18,4.8
C00665,Daniel Moore,1/9/2025,11:58:29,Order Tracking,N,N,250,0,2.9
C00666,Daniel Moore,3/29/2025,1:12:57,Subscription Renewal,Y,Y,113,3.52,3.7
C00667,Emily Davis,1/5/2025,15:10:10,Product Inquiry,N,N,157,0,2.1
C00668,John Smith,4/23/2025,15:41:25,Payment Failure,N,N,146,0,1.3
C00669,John Smith,5/9/2025,1:31:49,Refund Request,N,N,295,0,1.8
C00670,Jessica Miller,2/4/2025,19:25:19,Order Tracking,N,N,247,0,1.1
C00671,John Smith,1/25/2025,8:11:17,Refund Request,Y,Y,91,17.4,3.6
C00672,Emily Davis,5/5/2025,13:20:30,Subscription Renewal,N,N,222,0,2.1
C00673,Sarah Johnson,2/17/2025,20:13:35,Payment Failure,Y,N,80,13.67,3.7
C00674,John Smith,6/11/2025,16:32:57,Subscription Renewal,N,N,287,0,2.5
C00675,Sarah Johnson,6/14/2025,2:41:50,Billing Issue,Y,Y,89,17.64,2.6
C00676,Sophia Taylor,6/17/2025,11:12:46,Subscription Renewal,N,N,265,0,2.8
C00677,Emily Davis,4/3/2025,22:26:56,Technical Support,Y,N,63,8.1,5
C00678,David Wilson,2/14/2025,16:31:04,Account Access,N,N,245,0,2.9
C00679,Michael Brown,4/12/2025,11:34:48,Technical Support,N,N,270,0,2
C00680,David Wilson,2/11/2025,19:04:13,Billing Issue,N,N,214,0,1.3
C00681,David Wilson,4/25/2025,14:03:32,Refund Request,N,N,185,0,2.2
C00682,Sophia Taylor,5/16/2025,13:06:26,Payment Failure,N,N,236,0,1.3
C00683,Daniel Moore,5/11/2025,22:16:34,Service Complaint,N,N,178,0,2.9
C00684,Emily Davis,4/23/2025,5:09:30,Account Access,N,N,273,0,1.1
C00685,Olivia Thomas,4/12/2025,1:13:16,Billing Issue,Y,Y,113,20.21,3.7
C00686,James Anderson,1/18/2025,19:43:09,Payment Failure,Y,Y,94,3.57,3.5
C00687,Emily Davis,2/4/2025,8:19:07,Cancellation Request,N,N,121,0,1.2
C00688,Olivia Thomas,1/9/2025,18:27:55,Billing Issue,N,N,294,0,2.1
C00689,Sophia Taylor,3/13/2025,9:23:19,Service Complaint,Y,Y,70,4.81,4.8
C00690,John Smith,4/11/2025,20:33:48,Payment Failure,N,N,271,0,2.2
C00691,Michael Brown,1/11/2025,9:27:27,Subscription Renewal,N,N,227,0,1.6
C00692,David Wilson,3/6/2025,16:56:20,Technical Support,Y,Y,66,21.99,2.6
C00693,Olivia Thomas,1/1/2025,3:14:10,Cancellation Request,N,N,269,0,2.6
C00694,Sophia Taylor,3/10/2025,17:09:24,Order Tracking,N,N,225,0,2.5
C00695,Olivia Thomas,1/5/2025,3:35:11,Technical Support,Y,N,85,8.78,4.7
C00696,Daniel Moore,3/12/2025,11:42:28,Technical Support,Y,Y,56,22.14,3.4
C00697,Michael Brown,3/2/2025,14:48:37,Subscription Renewal,N,N,243,0,2.3
C00698,James Anderson,4/19/2025,6:13:21,Account Access,Y,N,77,23.89,2.8
C00699,Sophia Taylor,1/24/2025,18:40:14,Product Inquiry,Y,N,62,19.74,3.4
C00700,David Wilson,1/2/2025,15:03:24,Payment Failure,N,N,265,0,2.9
C00701,John Smith,4/1/2025,7:38:57,Subscription Renewal,N,N,221,0,2.8
C00702,David Wilson,2/28/2025,6:28:10,Billing Issue,N,N,143,0,2.4
C00703,Michael Brown,2/21/2025,20:35:41,Technical Support,N,N,124,0,2.8
C00704,Jessica Miller,1/24/2025,13:42:47,Subscription Renewal,N,N,191,0,2.2
C00705,Daniel Moore,5/16/2025,10:30:23,Account Access,N,N,173,0,1.5
C00706,David Wilson,5/26/2025,5:09:44,Service Complaint,Y,Y,84,17.75,4.7
C00707,James Anderson,6/7/2025,22:46:38,Subscription Renewal,N,N,278,0,2.6
C00708,Emily Davis,1/2/2025,22:27:32,Service Complaint,Y,N,115,8.19,3.9
C00709,Olivia Thomas,6/3/2025,17:19:14,Refund Request,Y,N,117,23.12,4.5
C00710,Sarah Johnson,6/28/2025,6:30:47,Subscription Renewal,Y,Y,117,6.02,3.9
C00711,Sarah Johnson,5/13/2025,19:11:53,Technical Support,Y,Y,12,5.94,3.3
C00712,Olivia Thomas,4/18/2025,1:41:02,Refund Request,Y,N,69,17.98,4.9
C00713,Olivia Thomas,1/12/2025,3:18:32,Account Access,Y,N,31,6.5,3.9
C00714,Daniel Moore,6/23/2025,0:27:06,Account Access,Y,Y,35,21.76,4.4
C00715,Jessica Miller,3/19/2025,17:59:07,Subscription Renewal,Y,Y,69,13.21,4.5
C00716,John Smith,2/27/2025,4:45:38,Service Complaint,N,N,221,0,1.1
C00717,James Anderson,4/18/2025,4:48:12,Order Tracking,Y,N,26,22.35,3
C00718,John Smith,3/15/2025,7:25:47,Product Inquiry,Y,Y,91,13.69,3.1
C00719,Daniel Moore,4/20/2025,0:32:05,Refund Request,N,N,180,0,1.6
C00720,David Wilson,6/15/2025,8:10:06,Account Access,N,N,169,0,1.3
C00721,Sarah Johnson,3/25/2025,0:09:55,Cancellation Request,N,N,265,0,2.7
C00722,Jessica Miller,6/18/2025,6:12:07,Order Tracking,N,N,133,0,1.7
C00723,David Wilson,1/23/2025,2:33:47,Cancellation Request,Y,Y,24,17.77,3.1
C00724,John Smith,5/8/2025,9:44:08,Billing Issue,Y,Y,32,19.49,4.7
C00725,Emily Davis,3/11/2025,15:33:49,Account Access,N,N,288,0,1.1
C00726,James Anderson,2/6/2025,6:36:18,Subscription Renewal,N,N,145,0,1.9
C00727,John Smith,2/4/2025,3:42:56,Service Complaint,Y,Y,55,6.04,2.7
C00728,Jessica Miller,3/16/2025,13:40:37,Account Access,N,N,218,0,1.4
C00729,Sarah Johnson,5/27/2025,2:16:45,Order Tracking,N,N,133,0,1.6
C00730,James Anderson,5/8/2025,13:40:20,Service Complaint,N,N,226,0,2.6
C00731,Michael Brown,6/14/2025,9:39:30,Billing Issue,Y,Y,58,23.84,2.9
C00732,Olivia Thomas,1/28/2025,21:09:11,Refund Request,N,N,292,0,2.5
C00733,Olivia Thomas,3/16/2025,8:17:38,Order Tracking,Y,N,61,20.06,4.5
C00734,James Anderson,5/20/2025,5:18:27,Product Inquiry,Y,N,18,22.85,4
C00735,James Anderson,1/12/2025,13:35:14,Product Inquiry,Y,N,50,13.59,3.9
C00736,Michael Brown,2/6/2025,20:09:57,Cancellation Request,N,N,147,0,2.8
C00737,Sarah Johnson,6/10/2025,21:01:54,Technical Support,Y,N,91,21.2,4.7
C00738,Sarah Johnson,2/12/2025,20:39:06,Cancellation Request,Y,Y,120,7.88,3.4
C00739,Sophia Taylor,4/5/2025,14:20:21,Payment Failure,Y,N,64,10.06,4.1
C00740,Michael Brown,4/12/2025,0:41:46,Cancellation Request,N,N,248,0,1.9
C00741,Olivia Thomas,2/14/2025,21:24:06,Technical Support,N,N,170,0,2.5
C00742,Emily Davis,1/10/2025,20:44:49,Order Tracking,Y,N,87,17.19,3.4
C00743,David Wilson,3/29/2025,2:57:42,Refund Request,Y,Y,119,7.34,4.7
C00744,Sophia Taylor,4/30/2025,7:06:09,Technical Support,Y,Y,37,16.44,4.7
C00745,Daniel Moore,1/9/2025,11:37:14,Service Complaint,Y,N,27,24.91,4.9
C00746,David Wilson,1/14/2025,3:59:55,Payment Failure,N,N,284,0,2.2
C00747,Emily Davis,4/6/2025,15:41:44,Refund Request,N,N,294,0,2.5
C00748,Sophia Taylor,5/10/2025,16:33:42,Account Access,Y,Y,41,19.82,2.8
C00749,Jessica Miller,6/1/2025,23:31:53,Billing Issue,N,N,165,0,2.8
C00750,Daniel Moore,6/22/2025,18:21:47,Product Inquiry,N,N,124,0,1
C00751,David Wilson,4/15/2025,7:38:01,Service Complaint,Y,N,84,7.07,3.9
C00752,Michael Brown,1/23/2025,5:16:03,Refund Request,Y,N,51,4.56,4.4
C00753,James Anderson,5/9/2025,3:53:41,Service Complaint,N,N,121,0,2.7
C00754,Emily Davis,2/4/2025,3:41:59,Product Inquiry,N,N,122,0,2.2
C00755,Sarah Johnson,5/11/2025,2:22:44,Payment Failure,N,N,158,0,2
C00756,John Smith,5/18/2025,6:32:38,Refund Request,N,N,203,0,1.3
C00757,Olivia Thomas,3/1/2025,3:43:21,Service Complaint,Y,Y,47,9.26,4.9
C00758,Daniel Moore,5/26/2025,11:15:08,Cancellation Request,N,N,299,0,2.4
C00759,Emily Davis,4/22/2025,17:30:56,Cancellation Request,N,N,199,0,1.7
C00760,John Smith,5/28/2025,3:37:05,Product Inquiry,N,N,258,0,2.9
C00761,Emily Davis,3/22/2025,9:06:27,Subscription Renewal,N,N,139,0,2.3
C00762,Daniel Moore,4/14/2025,21:24:53,Service Complaint,N,N,226,0,2.2
C00763,Sophia Taylor,1/4/2025,1:59:52,Billing Issue,N,N,292,0,3
C00764,Emily Davis,6/20/2025,6:14:38,Payment Failure,Y,N,19,4.51,3.9
C00765,Olivia Thomas,3/12/2025,11:03:09,Refund Request,N,N,227,0,1.6
C00766,John Smith,3/6/2025,17:31:33,Order Tracking,N,N,208,0,2.8
C00767,Michael Brown,3/5/2025,14:57:18,Billing Issue,Y,N,17,11.43,3.3
C00768,Jessica Miller,3/9/2025,2:40:29,Technical Support,N,N,152,0,2.3
C00769,Daniel Moore,3/3/2025,2:45:24,Subscription Renewal,Y,N,62,7.06,4.3
C00770,David Wilson,4/17/2025,16:56:44,Payment Failure,Y,N,84,13.2,3
C00771,Olivia Thomas,2/7/2025,4:17:30,Cancellation Request,Y,N,50,2.54,3.6
C00772,John Smith,2/27/2025,15:12:48,Order Tracking,N,N,180,0,1
C00773,David Wilson,3/21/2025,23:46:30,Product Inquiry,N,N,172,0,1.3
C00774,Sarah Johnson,3/16/2025,15:44:10,Subscription Renewal,Y,N,91,24.85,4.7
C00775,Olivia Thomas,3/9/2025,22:33:31,Account Access,Y,Y,54,12.79,2.6
C00776,Michael Brown,4/7/2025,22:29:47,Subscription Renewal,Y,N,45,20.73,4.2
C00777,Emily Davis,1/11/2025,4:35:51,Account Access,N,N,245,0,2.3
C00778,Jessica Miller,2/10/2025,17:33:13,Payment Failure,Y,N,30,22.77,2.8
C00779,Michael Brown,5/17/2025,1:05:46,Account Access,Y,N,40,5.96,4
C00780,Jessica Miller,2/20/2025,21:32:42,Refund Request,Y,Y,74,8.78,3.1
C00781,Jessica Miller,2/3/2025,22:49:02,Technical Support,Y,N,53,4.65,3.4
C00782,Sophia Taylor,3/17/2025,5:32:42,Cancellation Request,N,N,284,0,2.6
C00783,Jessica Miller,3/9/2025,2:35:37,Service Complaint,N,N,286,0,2
C00784,Olivia Thomas,3/20/2025,13:51:16,Cancellation Request,N,N,218,0,2.1
C00785,David Wilson,4/2/2025,0:28:15,Payment Failure,Y,Y,6,4.91,3.9
C00786,Jessica Miller,3/21/2025,8:43:13,Account Access,Y,Y,15,2.62,3.4
C00787,Michael Brown,1/5/2025,13:21:30,Order Tracking,N,N,173,0,2.2
C00788,John Smith,1/28/2025,0:12:15,Service Complaint,Y,Y,63,21.71,3.3
C00789,Jessica Miller,4/20/2025,16:38:36,Refund Request,N,N,155,0,1.8
C00790,Emily Davis,3/30/2025,10:12:01,Billing Issue,Y,Y,90,22.54,3.7
C00791,Daniel Moore,6/7/2025,0:12:39,Product Inquiry,Y,N,119,6.18,3.8
C00792,Emily Davis,2/6/2025,11:37:52,Refund Request,N,N,150,0,1
C00793,John Smith,6/10/2025,17:27:47,Account Access,Y,Y,23,6.75,3.7
C00794,John Smith,5/23/2025,17:49:32,Service Complaint,N,N,198,0,1.3
C00795,Olivia Thomas,6/3/2025,1:58:00,Subscription Renewal,N,N,243,0,1.2
C00796,James Anderson,6/24/2025,0:17:20,Product Inquiry,N,N,238,0,1.9
C00797,Michael Brown,4/2/2025,2:51:59,Payment Failure,N,N,287,0,2.5
C00798,Jessica Miller,3/8/2025,20:43:12,Account Access,Y,Y,82,7.93,3
C00799,James Anderson,1/7/2025,10:49:28,Subscription Renewal,Y,N,107,13.99,4.6
C00800,Michael Brown,2/26/2025,4:48:46,Cancellation Request,Y,N,5,3.83,4.2
C00801,Sarah Johnson,1/3/2025,10:27:51,Billing Issue,Y,N,48,21.24,4.3
C00802,Daniel Moore,4/27/2025,23:39:29,Refund Request,N,N,242,0,2.5
C00803,Olivia Thomas,4/19/2025,3:46:13,Service Complaint,N,N,282,0,1.6
C00804,Jessica Miller,1/13/2025,19:17:10,Service Complaint,Y,N,30,14.74,3.6
C00805,David Wilson,1/26/2025,6:36:57,Service Complaint,N,N,261,0,1.8
C00806,Jessica Miller,3/26/2025,3:01:53,Billing Issue,N,N,244,0,1.3
C00807,Emily Davis,3/16/2025,15:08:23,Technical Support,Y,Y,32,3.49,2.7
C00808,Sophia Taylor,5/1/2025,18:03:11,Payment Failure,N,N,287,0,1.3
C00809,Michael Brown,4/21/2025,10:09:41,Technical Support,Y,Y,15,19.57,3.2
C00810,Emily Davis,1/21/2025,4:49:01,Refund Request,Y,Y,88,8.97,4.8
C00811,Daniel Moore,6/24/2025,2:37:49,Technical Support,Y,N,88,16.66,3.8
C00812,Daniel Moore,6/28/2025,2:13:02,Subscription Renewal,Y,Y,42,11.64,3.4
C00813,Daniel Moore,5/17/2025,13:11:14,Account Access,N,N,224,0,2.1
C00814,Sophia Taylor,1/18/2025,18:33:08,Cancellation Request,Y,Y,35,16.32,3.2
C00815,Daniel Moore,3/29/2025,5:42:28,Service Complaint,N,N,135,0,2.8
C00816,Michael Brown,4/30/2025,21:59:28,Service Complaint,N,N,149,0,2.3
C00817,Jessica Miller,6/29/2025,3:58:37,Subscription Renewal,Y,N,89,6.45,2.7
C00818,Jessica Miller,1/26/2025,7:17:34,Order Tracking,N,N,293,0,2.1
C00819,Emily Davis,6/25/2025,2:01:07,Product Inquiry,Y,Y,22,13.65,3.6
C00820,James Anderson,4/7/2025,20:42:07,Order Tracking,N,N,165,0,1.1
C00821,James Anderson,3/1/2025,18:53:03,Billing Issue,N,N,120,0,2.8
C00822,Emily Davis,2/3/2025,4:46:44,Billing Issue,N,N,169,0,1.7
C00823,Daniel Moore,4/24/2025,7:30:47,Order Tracking,Y,N,104,11.19,3.7
C00824,Jessica Miller,6/24/2025,21:30:06,Subscription Renewal,N,N,279,0,1.6
C00825,Sophia Taylor,6/23/2025,13:23:37,Order Tracking,N,N,273,0,1.3
C00826,Daniel Moore,3/21/2025,16:09:06,Subscription Renewal,Y,Y,27,9.84,2.8
C00827,Sarah Johnson,5/2/2025,6:23:16,Technical Support,N,N,287,0,2
C00828,David Wilson,3/25/2025,22:38:03,Billing Issue,N,N,148,0,1.3
C00829,James Anderson,6/3/2025,13:18:17,Payment Failure,Y,N,100,16.74,4.6
C00830,Michael Brown,2/25/2025,11:02:35,Refund Request,Y,Y,102,2.73,3.7
C00831,Olivia Thomas,1/23/2025,12:11:23,Technical Support,N,N,278,0,1.2
C00832,Michael Brown,3/12/2025,20:02:51,Payment Failure,N,N,276,0,1.5
C00833,Jessica Miller,6/25/2025,20:06:49,Subscription Renewal,N,N,246,0,1.8
C00834,Daniel Moore,2/22/2025,14:52:45,Payment Failure,N,N,141,0,1.3
C00835,James Anderson,3/17/2025,0:50:01,Cancellation Request,N,N,290,0,2.9
C00836,Jessica Miller,5/1/2025,17:16:55,Technical Support,Y,N,102,11.68,3.4
C00837,David Wilson,5/30/2025,10:33:31,Cancellation Request,N,N,248,0,1.2
C00838,Michael Brown,6/10/2025,23:58:45,Payment Failure,N,N,187,0,2.3
C00839,Olivia Thomas,5/31/2025,6:06:33,Payment Failure,N,N,121,0,2.5
C00840,James Anderson,5/12/2025,17:59:29,Order Tracking,Y,N,84,2.21,3.4
C00841,John Smith,6/25/2025,11:10:55,Technical Support,N,N,234,0,2.9
C00842,James Anderson,2/20/2025,21:50:57,Cancellation Request,Y,Y,23,8.98,4.7
C00843,Michael Brown,1/24/2025,18:08:21,Subscription Renewal,N,N,289,0,2.8
C00844,Emily Davis,4/8/2025,5:20:51,Payment Failure,Y,N,116,22.18,3.5
C00845,John Smith,3/27/2025,17:18:42,Cancellation Request,N,N,188,0,2.3
C00846,Jessica Miller,5/29/2025,17:40:50,Payment Failure,Y,N,106,3.14,4.1
C00847,James Anderson,4/23/2025,6:51:42,Order Tracking,N,N,245,0,1.5
C00848,Olivia Thomas,4/14/2025,11:44:36,Refund Request,Y,N,93,3.49,4.7
C00849,Michael Brown,6/13/2025,11:17:16,Payment Failure,N,N,170,0,2.8
C00850,Michael Brown,2/14/2025,18:52:57,Billing Issue,Y,N,27,19.46,3.3
C00851,John Smith,5/14/2025,12:24:31,Technical Support,Y,N,17,6.12,4.4
C00852,James Anderson,6/3/2025,14:54:42,Refund Request,Y,Y,55,2.43,5
C00853,Sarah Johnson,2/13/2025,4:24:19,Refund Request,Y,N,17,19.9,2.9
C00854,John Smith,4/3/2025,0:13:23,Billing Issue,N,N,201,0,1.7
C00855,Daniel Moore,3/29/2025,3:46:48,Order Tracking,Y,N,25,4.75,4.5
C00856,Daniel Moore,5/7/2025,22:11:16,Refund Request,N,N,134,0,2
C00857,Jessica Miller,5/30/2025,7:49:55,Product Inquiry,Y,N,90,8.92,4.5
C00858,Emily Davis,1/6/2025,5:52:52,Refund Request,Y,Y,111,9.99,3.7
C00859,Michael Brown,3/11/2025,21:21:24,Payment Failure,Y,Y,23,3.9,4.1
C00860,Emily Davis,1/13/2025,9:30:37,Technical Support,Y,Y,74,7.95,3.4
C00861,James Anderson,5/30/2025,18:09:55,Product Inquiry,N,N,196,0,1.7
C00862,Sarah Johnson,2/17/2025,12:52:20,Account Access,N,N,240,0,1.5
C00863,Sarah Johnson,4/11/2025,13:38:55,Billing Issue,N,N,191,0,2.3
C00864,Olivia Thomas,5/10/2025,23:59:29,Service Complaint,N,N,186,0,1.7
C00865,Olivia Thomas,4/22/2025,8:27:33,Product Inquiry,Y,Y,11,16.23,3.2
C00866,Jessica Miller,4/18/2025,22:03:43,Account Access,Y,Y,51,8.9,3.8
C00867,Michael Brown,2/19/2025,6:47:41,Subscription Renewal,N,N,255,0,1.9
C00868,Daniel Moore,1/2/2025,22:55:21,Payment Failure,Y,Y,21,15.19,4.8
C00869,Jessica Miller,2/7/2025,1:11:36,Refund Request,N,N,132,0,1.9
C00870,Michael Brown,6/1/2025,7:48:54,Service Complaint,Y,Y,6,14.63,4.1
C00871,Michael Brown,3/26/2025,13:27:45,Payment Failure,Y,N,78,22.23,2.7
C00872,Sophia Taylor,3/9/2025,15:40:28,Billing Issue,Y,N,62,19.1,3
C00873,Olivia Thomas,2/22/2025,0:14:31,Cancellation Request,Y,N,21,18.39,3.3
C00874,Sophia Taylor,5/12/2025,16:55:37,Billing Issue,N,N,223,0,1.4
C00875,Jessica Miller,3/7/2025,19:46:47,Service Complaint,N,N,161,0,2.6
C00876,David Wilson,6/15/2025,10:56:46,Billing Issue,N,N,211,0,1.8
C00877,Jessica Miller,1/13/2025,19:19:53,Billing Issue,N,N,273,0,2.7
C00878,Michael Brown,4/20/2025,12:36:43,Technical Support,Y,N,10,7.4,3.8
C00879,Sophia Taylor,5/22/2025,3:02:19,Product Inquiry,N,N,261,0,2.1
C00880,Emily Davis,5/17/2025,12:38:04,Payment Failure,Y,N,88,23.5,2.6
C00881,David Wilson,2/20/2025,22:41:07,Service Complaint,N,N,242,0,1.6
C00882,Olivia Thomas,6/18/2025,14:53:22,Refund Request,N,N,233,0,1.7
C00883,John Smith,2/12/2025,3:56:16,Cancellation Request,Y,N,66,20.59,3.4
C00884,Sarah Johnson,2/28/2025,20:41:51,Product Inquiry,N,N,258,0,1.7
C00885,Michael Brown,1/25/2025,19:04:00,Cancellation Request,N,N,243,0,2.6
C00886,Sophia Taylor,6/23/2025,13:28:57,Service Complaint,Y,Y,101,17.78,4.7
C00887,Daniel Moore,6/12/2025,7:00:02,Service Complaint,N,N,128,0,2.5
C00888,James Anderson,2/28/2025,13:32:42,Order Tracking,N,N,163,0,1.2
C00889,Jessica Miller,6/17/2025,10:13:22,Billing Issue,N,N,160,0,1.1
C00890,Daniel Moore,1/23/2025,8:44:21,Product Inquiry,Y,N,80,24.08,2.7
C00891,James Anderson,3/19/2025,15:28:39,Refund Request,Y,N,29,12.95,2.5
C00892,Sarah Johnson,3/5/2025,2:17:47,Subscription Renewal,N,N,140,0,1.8
C00893,David Wilson,2/1/2025,1:59:42,Cancellation Request,N,N,157,0,1.4
C00894,Daniel Moore,4/18/2025,3:51:00,Subscription Renewal,Y,Y,76,23.4,4.7
C00895,Olivia Thomas,1/22/2025,23:14:00,Refund Request,N,N,151,0,2.8
C00896,Sophia Taylor,4/2/2025,2:01:50,Cancellation Request,N,N,182,0,1.4
C00897,Jessica Miller,4/30/2025,7:41:39,Order Tracking,Y,N,105,19.21,4
C00898,John Smith,6/7/2025,17:45:28,Product Inquiry,N,N,280,0,2.3
C00899,Emily Davis,2/22/2025,11:39:18,Billing Issue,Y,Y,43,5.89,3.7
C00900,David Wilson,4/21/2025,7:19:09,Product Inquiry,N,N,218,0,1.2
C00901,Daniel Moore,1/13/2025,5:08:38,Technical Support,N,N,186,0,2.9
C00902,David Wilson,5/25/2025,19:04:44,Product Inquiry,N,N,123,0,2.8
C00903,John Smith,5/3/2025,4:17:57,Refund Request,Y,N,10,11.69,3.1
C00904,Michael Brown,3/11/2025,11:09:16,Cancellation Request,Y,N,94,16.26,4.7
C00905,Olivia Thomas,5/20/2025,8:44:27,Product Inquiry,Y,Y,119,4.73,4.7
C00906,Michael Brown,1/21/2025,21:07:38,Cancellation Request,Y,N,50,17.18,2.9
C00907,James Anderson,4/25/2025,9:51:37,Order Tracking,N,N,157,0,1.5
C00908,Michael Brown,6/15/2025,12:44:17,Product Inquiry,N,N,180,0,2.4
C00909,Sarah Johnson,3/31/2025,14:36:20,Payment Failure,N,N,286,0,1.2
C00910,Olivia Thomas,4/12/2025,5:05:32,Service Complaint,N,N,141,0,2.7
C00911,David Wilson,5/1/2025,8:58:17,Product Inquiry,Y,N,80,2.58,4.9
C00912,Daniel Moore,1/4/2025,4:37:31,Product Inquiry,Y,N,102,2.36,2.6
C00913,Daniel Moore,3/27/2025,19:36:39,Subscription Renewal,N,N,266,0,2.4
C00914,Sarah Johnson,4/15/2025,12:21:37,Cancellation Request,N,N,257,0,2.1
C00915,Sarah Johnson,1/5/2025,18:33:02,Service Complaint,N,N,291,0,1.5
C00916,John Smith,6/7/2025,18:31:41,Service Complaint,N,N,242,0,1.4
C00917,Emily Davis,4/23/2025,10:00:53,Subscription Renewal,Y,N,27,5.4,3
C00918,John Smith,3/9/2025,17:41:12,Billing Issue,Y,Y,28,14.06,3.8
C00919,Michael Brown,2/6/2025,12:34:13,Product Inquiry,N,N,138,0,1.3
C00920,Michael Brown,3/17/2025,9:59:35,Payment Failure,Y,N,115,19.06,3
C00921,Daniel Moore,6/8/2025,11:23:12,Subscription Renewal,Y,Y,102,12.72,3.8
C00922,Emily Davis,6/6/2025,6:52:23,Service Complaint,Y,Y,50,22.26,3.9
C00923,Olivia Thomas,4/20/2025,11:10:14,Account Access,Y,N,26,8.85,4.1
C00924,Olivia Thomas,5/28/2025,20:27:10,Order Tracking,N,N,161,0,1.3
C00925,Sarah Johnson,1/2/2025,15:25:12,Account Access,Y,Y,34,20.22,3.9
C00926,Olivia Thomas,6/7/2025,5:35:40,Billing Issue,N,N,213,0,2.9
